,FIPS,F-VALUES
195,27033,0.03434930125014815
196,27037,-0.17133915698723495
197,27039,-0.006884538315256408
198,27041,0.03314918605219566
199,27043,0.04057653923343305
200,27045,0.010968387713675792
201,27047,0.0173800443388958
202,27049,-0.0001299855545913953
203,27051,0.002478304620348566
204,27053,-0.6141151292439879
205,27055,0.007109960676571217
206,27059,0.0015112192396238332
207,27061,0.1698698735373699
208,27063,-0.004288160572648706
209,27065,-0.0011019715434306295
210,27067,0.046765074312847904
211,27071,0.02441362524692092
212,27075,0.015115010243413848
213,27079,0.072068048958553
214,27081,-0.0030617630414960526
215,27083,-0.0048082694103693
216,27085,-0.01871964093077111
217,27087,0.006543225368150647
218,27091,0.008041433674502309
219,27093,0.049277092045689294
220,27095,-0.003449725990488844
221,27097,-0.010864618583031229
222,27099,0.00185076693133714
