"","Burden","AorP"
"393",0.0780212186063791,"Predicted"
"394",0.571174728287375,"Predicted"
"395",0.0718560331386,"Predicted"
"396",0.0680809986065328,"Predicted"
"397",0.110814131805578,"Predicted"
"398",0.0893127239587887,"Predicted"
"399",0.09919907466155,"Predicted"
"400",0.0955327386310298,"Predicted"
"401",0.376004948674194,"Predicted"
"402",0.132751064525421,"Predicted"
"403",0.0655727586429073,"Predicted"
"404",0.073760993858392,"Predicted"
"405",0.084628345108823,"Predicted"
"406",0.0735604906511335,"Predicted"
"407",0.190494977548229,"Predicted"
"408",0.144238403417878,"Predicted"
"409",0.100762715126478,"Predicted"
"410",0.0806237433429283,"Predicted"
"411",0.0840769242316925,"Predicted"
"412",0.0935902254109721,"Predicted"
"413",0.118115175453304,"Predicted"
"414",0.118150908694998,"Predicted"
"415",0.103192996308675,"Predicted"
"416",0.0825605941462459,"Predicted"
"417",0.0904697020609243,"Predicted"
"418",0.100557394377804,"Predicted"
"419",0.114878006723313,"Predicted"
"420",0.0789701419702616,"Predicted"
"421",0.139094563711175,"Predicted"
"422",0.0880358734322126,"Predicted"
"423",0.113567162254843,"Predicted"
"424",0.142306947095167,"Predicted"
"425",0.108522476946347,"Predicted"
"426",0.091101769065597,"Predicted"
"427",0.135968484419565,"Predicted"
"428",0.0878785662822588,"Predicted"
"429",0.092232034971588,"Predicted"
"430",0.104805317063205,"Predicted"
"431",0.091408296277854,"Predicted"
"432",0.131038879282701,"Predicted"
"433",0.079516210199406,"Predicted"
"434",0.0937049506089713,"Predicted"
"435",0.0682377987723613,"Predicted"
"436",0.0863060202308485,"Predicted"
"437",0.213100226191575,"Predicted"
"438",0.144456301036016,"Predicted"
"439",0.0587940938817393,"Predicted"
"440",0.0789636178948849,"Predicted"
"441",0.118685623394708,"Predicted"
"442",0.120726333974526,"Predicted"
"443",0.0689911989116133,"Predicted"
"444",0.0785321781134107,"Predicted"
"445",0.0601965942217238,"Predicted"
"446",0.0970072916563381,"Predicted"
"447",0.099298649177611,"Predicted"
"448",0.0927572079868037,"Predicted"
"449",0.105298100060987,"Predicted"
"450",0.140891662530503,"Predicted"
"451",0.237456883130176,"Predicted"
"452",0.153667686644315,"Predicted"
"453",0.085185423711497,"Predicted"
"454",0.0999956344493991,"Predicted"
"455",0.0975416878942828,"Predicted"
"456",0.111286282196567,"Predicted"
"457",0.137095861072874,"Predicted"
"458",0.125349973342637,"Predicted"
"459",0.115047442960762,"Predicted"
"460",0.120440672116043,"Predicted"
"461",0.105823530940561,"Predicted"
"462",0.109886742921687,"Predicted"
"463",0.114059183070529,"Predicted"
"464",0.130420964148722,"Predicted"
"465",0.112768109729689,"Predicted"
"466",0.107541532595765,"Predicted"
"467",0.11035234944892,"Predicted"
"468",0.0565247274268439,"Predicted"
"469",0.100533345048197,"Predicted"
"470",0.122577118303111,"Predicted"
"471",0.111556380994856,"Predicted"
"472",0.0900800801919513,"Predicted"
"473",0.0647607343509716,"Predicted"
"474",0.0942566088046302,"Predicted"
"475",0.0940433111461783,"Predicted"
"476",0.101823755341024,"Predicted"
"477",0.104910551799968,"Predicted"
"478",0.117408476399028,"Predicted"
"479",0.119852535168502,"Predicted"
"480",0.0928358975319388,"Predicted"
"481",0.102020351676236,"Predicted"
"482",0.110131564136335,"Predicted"
"483",0.135025154964188,"Predicted"
"484",0.101830962141389,"Predicted"
"485",0.10546528117878,"Predicted"
"486",0.102181788202214,"Predicted"
"487",0.0922211672426474,"Predicted"
"488",0.194915000445766,"Predicted"
"489",0.394976107372241,"Predicted"
"490",0.102890284861081,"Predicted"
"491",0.122836853510726,"Predicted"
"492",0.165771549787785,"Predicted"
"493",0.186087462442188,"Predicted"
"494",0.0600322930422885,"Predicted"
"495",0.0979240548725929,"Predicted"
"496",0.0604540996581136,"Predicted"
"497",0.068452071121426,"Predicted"
"498",0.0911271523236316,"Predicted"
"499",0.0732638063785859,"Predicted"
"500",0.0584043855054402,"Predicted"
"501",0.0671306340300145,"Predicted"
"502",0.0918024541017582,"Predicted"
"503",0.0655619476209627,"Predicted"
"504",0.0637957361999949,"Predicted"
"505",0.0583961602168559,"Predicted"
"506",0.149561494936743,"Predicted"
"507",0.0549178018505471,"Predicted"
"508",0.0848540841785063,"Predicted"
"509",0.0885474878887125,"Predicted"
"510",0.062216595759196,"Predicted"
"511",0.0686318447920888,"Predicted"
"512",0.0921531532529787,"Predicted"
"513",0.0540942301613298,"Predicted"
"514",0.0683289841200377,"Predicted"
"515",0.0632060200781808,"Predicted"
"516",0.087776893917965,"Predicted"
"517",0.063246007680077,"Predicted"
"518",0.0984217120589624,"Predicted"
"519",0.0998360247272939,"Predicted"
"520",0.0803991134934129,"Predicted"
"521",0.061090258071867,"Predicted"
"522",0.0733685326843918,"Predicted"
"523",0.0868360877411841,"Predicted"
"524",0.100025144827596,"Predicted"
"525",0.0926513386669295,"Predicted"
"526",0.0710232246794619,"Predicted"
"527",0.0541307224005796,"Predicted"
"528",0.0819929661402592,"Predicted"
"529",0.0771355680747219,"Predicted"
"530",0.0858993342573347,"Predicted"
"531",0.0735056061782628,"Predicted"
"532",0.0647766866803615,"Predicted"
"533",0.0902279821887047,"Predicted"
"534",0.0521195777297348,"Predicted"
"535",0.0818387200501042,"Predicted"
"536",0.0756828391793434,"Predicted"
"537",0.100099855448964,"Predicted"
"538",0.0658036912235526,"Predicted"
"539",0.0950786030057037,"Predicted"
"540",0.0742207715939251,"Predicted"
"541",0.0721172806303131,"Predicted"
"542",0.0465715481590808,"Predicted"
"543",0.0571754823767907,"Predicted"
"544",0.0788682364604824,"Predicted"
"545",0.155279995147522,"Predicted"
"546",0.0533286900620231,"Predicted"
"547",0.0621777126346915,"Predicted"
"548",0.0599208503081591,"Predicted"
"549",0.0912790037742583,"Predicted"
"550",2.81733955546034,"Predicted"
"551",0.0604603659887804,"Predicted"
"552",0.12317136963065,"Predicted"
"553",0.0588027592642742,"Predicted"
"554",0.0620379131383817,"Predicted"
"555",0.38288507684287,"Predicted"
"556",0.0555321624197241,"Predicted"
"557",0.0540339779948697,"Predicted"
"558",0.0604708885370067,"Predicted"
"559",0.0799886556724902,"Predicted"
"560",0.0730933697716583,"Predicted"
"561",0.0656640629646265,"Predicted"
"562",0.0561548326485978,"Predicted"
"563",0.0696559473526811,"Predicted"
"564",0.0578476907996298,"Predicted"
"565",0.0599842535254053,"Predicted"
"566",0.0557454413381234,"Predicted"
"567",0.0507722339635525,"Predicted"
"568",0.0679503365830764,"Predicted"
"569",0.0701613413727742,"Predicted"
"570",0.119039044794094,"Predicted"
"571",0.0527094325025675,"Predicted"
"572",0.0799553316060193,"Predicted"
"573",0.0526714377123134,"Predicted"
"574",0.0529707919098612,"Predicted"
"575",0.0623703366029342,"Predicted"
"576",0.280025396892227,"Predicted"
"577",0.115598823053598,"Predicted"
"578",0.100828972642775,"Predicted"
"579",0.088065104531367,"Predicted"
"580",0.352139417975841,"Predicted"
"581",0.107256577268954,"Predicted"
"582",0.0695563184968898,"Predicted"
"583",0.0666449299427349,"Predicted"
"584",0.0695434846319209,"Predicted"
"585",0.0678331193969781,"Predicted"
"586",0.0884403528862776,"Predicted"
"587",0.16832440204011,"Predicted"
"588",0.108847118289403,"Predicted"
"589",0.0710125240746863,"Predicted"
"590",0.163748427028365,"Predicted"
"591",0.0848282006045483,"Predicted"
"592",0.0552582276413771,"Predicted"
"593",0.060058454337053,"Predicted"
"594",0.069199040810914,"Predicted"
"595",0.0500336220838833,"Predicted"
"596",0.0551020886744492,"Predicted"
"597",0.0442296630067476,"Predicted"
"598",0.0750955362263222,"Predicted"
"599",0.0806677010043519,"Predicted"
"600",0.170322994252997,"Predicted"
"601",0.072916796680667,"Predicted"
"602",0.0457057957162375,"Predicted"
"603",0.0636366063078075,"Predicted"
"604",0.0687251490437367,"Predicted"
"605",0.0954964073263367,"Predicted"
"606",0.0499046904361625,"Predicted"
"607",0.0743855782590741,"Predicted"
"608",0.0584871948131541,"Predicted"
"609",0.131553449380393,"Predicted"
"610",0.182831468315195,"Predicted"
"611",0.0776223388519224,"Predicted"
"612",0.134054044247235,"Predicted"
"613",0.0599840272589097,"Predicted"
"614",0.0508119433347332,"Predicted"
"615",0.055580250835935,"Predicted"
"616",0.0882466061506755,"Predicted"
"617",0.0868640307545913,"Predicted"
"618",0.0685645867949086,"Predicted"
"619",0.103013583801252,"Predicted"
"620",0.0599373996126618,"Predicted"
"621",0.0736794641393755,"Predicted"
"622",0.049785179294611,"Predicted"
"623",0.0584422368420753,"Predicted"
"624",0.065035593055002,"Predicted"
"625",0.0724291746074811,"Predicted"
"626",0.325971424401381,"Predicted"
"627",0.0822545054697037,"Predicted"
"628",0.236007829519594,"Predicted"
"629",0.0535091006314831,"Predicted"
"630",0.0698616325007151,"Predicted"
"631",0.209446870911724,"Predicted"
"632",0.0899193912212362,"Predicted"
"633",0.0660514301042045,"Predicted"
"634",0.0660127629433686,"Predicted"
"635",0.0630753162736832,"Predicted"
"636",0.0540296768715528,"Predicted"
"637",0.0838732195160842,"Predicted"
"638",0.0735168774810426,"Predicted"
"639",0.0645208488427515,"Predicted"
"640",0.0682413889884198,"Predicted"
"641",0.0582540383517707,"Predicted"
"642",0.0571531547463971,"Predicted"
"643",0.0601420857782243,"Predicted"
"644",0.120910071643001,"Predicted"
"645",0.0576100416111885,"Predicted"
"646",0.0690232443180653,"Predicted"
"647",0.0583891748721414,"Predicted"
"648",0.0506251291705957,"Predicted"
"649",0.0674454109506077,"Predicted"
"650",0.0591169189032216,"Predicted"
"651",0.101002177451952,"Predicted"
"652",0.0661658234892084,"Predicted"
"653",0.121482580784633,"Predicted"
"654",0.0617396420633658,"Predicted"
"655",0.0618555877077317,"Predicted"
"656",0.0972549437387877,"Predicted"
"657",0.0695195748820109,"Predicted"
"658",0.0907506585328692,"Predicted"
"659",0.0594223305860541,"Predicted"
"660",0.072590273760413,"Predicted"
"661",0.0622615844592832,"Predicted"
"662",0.0626094733566007,"Predicted"
"663",0.0639891784875972,"Predicted"
"664",0.0587253728587341,"Predicted"
"665",0.0692137209690141,"Predicted"
"666",0.0767536230282877,"Predicted"
"667",0.324403314242139,"Predicted"
"668",0.109167304684627,"Predicted"
"669",0.0656893972036849,"Predicted"
"670",0.112752841700013,"Predicted"
"671",0.492810781254115,"Predicted"
"672",0.072552589607767,"Predicted"
"673",0.0534090531562494,"Predicted"
"674",0.0742232352285263,"Predicted"
"675",0.0665371821621337,"Predicted"
"676",0.0612309490271435,"Predicted"
"677",0.0682366794886633,"Predicted"
"678",0.0477109389194119,"Predicted"
"679",0.0600859612418354,"Predicted"
"680",0.0635602935908265,"Predicted"
"681",0.0558666631268554,"Predicted"
"682",0.0510624980293389,"Predicted"
"683",0.111677922983062,"Predicted"
"684",0.0526087598183714,"Predicted"
"685",0.058592338809724,"Predicted"
"686",0.0635810800138908,"Predicted"
"687",0.0602176425027168,"Predicted"
"688",0.0598537184631326,"Predicted"
"689",0.0639346872857387,"Predicted"
"690",0.0568574363002226,"Predicted"
"691",0.0678677299909605,"Predicted"
"692",0.0660492992195217,"Predicted"
"693",0.0679753871510168,"Predicted"
"694",0.0684530369477991,"Predicted"
"695",0.132125619761971,"Predicted"
"696",0.053530721168716,"Predicted"
"697",0.0506002331681312,"Predicted"
"698",0.132814180333765,"Predicted"
"699",0.0645522516191275,"Predicted"
"700",0.112761674087064,"Predicted"
"701",0.0643600421571084,"Predicted"
"702",0.049243844984975,"Predicted"
"703",0.061958385605156,"Predicted"
"704",0.0843321309100287,"Predicted"
"705",0.0553190789789877,"Predicted"
"706",0.0624960022193962,"Predicted"
"707",0.059367417640037,"Predicted"
"708",0.0549415792586952,"Predicted"
"709",0.0512271658639968,"Predicted"
"710",0.0688548335592298,"Predicted"
"711",0.050453316794375,"Predicted"
"712",0.0499643672216664,"Predicted"
"713",0.12276454356753,"Predicted"
"714",0.0519267336846048,"Predicted"
"715",0.0492828637554302,"Predicted"
"716",0.0946617753757594,"Predicted"
"717",0.0554538039982027,"Predicted"
"718",0.0539098141203819,"Predicted"
"719",0.0561181488654312,"Predicted"
"720",0.0483332425528873,"Predicted"
"721",0.0644886426213912,"Predicted"
"722",0.0568295360047796,"Predicted"
"723",0.0749559748575709,"Predicted"
"724",0.0569918506818295,"Predicted"
"725",0.0729854863451063,"Predicted"
"726",0.0904551717255239,"Predicted"
"727",0.0734265065788039,"Predicted"
"728",0.0474348221011922,"Predicted"
"729",0.0638728363876787,"Predicted"
"730",0.0480408003809743,"Predicted"
"731",0.073912644271305,"Predicted"
"732",0.0500292934160983,"Predicted"
"733",0.0828650315654798,"Predicted"
"734",0.0586646120818442,"Predicted"
"735",0.053340502262477,"Predicted"
"736",0.0531574176547981,"Predicted"
"737",0.0436113293729754,"Predicted"
"738",0.0512551149989434,"Predicted"
"739",0.0544157125180378,"Predicted"
"740",0.0532075028762216,"Predicted"
"741",0.0579946662558925,"Predicted"
"742",0.0506742873416195,"Predicted"
"743",0.064859890187766,"Predicted"
"744",0.0588474318863509,"Predicted"
"745",0.0534609507572553,"Predicted"
"746",0.0505878178627805,"Predicted"
"747",0.0606854563584278,"Predicted"
"748",0.0590334608356477,"Predicted"
"749",0.0782073768325458,"Predicted"
"750",0.117266864890326,"Predicted"
"751",0.059140703369832,"Predicted"
"752",0.0560728455939897,"Predicted"
"753",0.069679206086869,"Predicted"
"754",0.125663571215889,"Predicted"
